"...1","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty","broodMetric","pollenRing"
1,30,109,4,4,2554,0.9325,1.0622,0.9927,9.048,0.228444444444444,0.433185185185185,0.271407407407407,0.066962962962963,2.37613488975357,2.97207934336525
1,30,111,4,3,3511,0.9157,1.012,0.9561,6.7447,0.162962962962963,0.467851851851852,0.30637037037037,0.0628148148148148,1.54545454545455,2.44125395820139
1,30,67,2,2,2009,0.3746,0.9359,0.9178,18.7364,0.0835555555555555,0.583407407407407,0.288592592592593,0.0444444444444444,1.68794326241135,6.93388522092433
1,30,107,4,4,2577,0.3761,1.0271,0.9017,6.7323,0.177481481481481,0.489185185185185,0.287407407407407,0.0459259259259259,2.13021702838063,3.54801332525742
1,30,83,4,3,3523,0.2162,0.9838,0.924,6.399,0.129481481481481,0.568,0.263703703703704,0.0388148148148148,1.57894736842105,3.99555555555556
1,30,96,4,4,2735,0.2042,0.93,0.9532,16.2491,0.154962962962963,0.587555555555556,0.224296296296296,0.0331851851851852,2.02294455066922,4.08932425617751
1,30,108,4,4,1074,0.2111,1.0447,0.9947,13.8232,0.211555555555556,0.515555555555556,0.224888888888889,0.048,2.70028011204482,4.07172988505747
1,30,66,3,3,3272,0.317,1.0905,0.9768,15.7855,0.178666666666667,0.433185185185185,0.304296296296296,0.0838518518518519,2.16915422885572,3.8693023255814
1,30,64,3,1,2185,0.604,0.9016,1.0073,19.1655,0.112888888888889,0.614518518518518,0.224888888888889,0.0477037037037037,1.58005249343832,5.70271456123433
1,30,63,3,4,2909,0.838,1.0272,1.0204,18.5665,0.132148148148148,0.516740740740741,0.271703703703704,0.0794074074074074,1.57847533632287,4.59354931192661
1,30,76,2,1,1776,0.5881,1.0028,0.9005,14.3854,0.130962962962963,0.514962962962963,0.314666666666667,0.0394074074074074,2.1447963800905,7.94672612197929
1,30,70,3,3,1327,0.8306,0.9638,0.9138,10.2816,0.111703703703704,0.538666666666667,0.308740740740741,0.0408888888888889,1.55968169761273,6.00553355335534
1,30,82,4,3,3199,0.9979,1.0381,1.039,14.3463,0.212444444444444,0.482074074074074,0.219851851851852,0.0856296296296296,1.75453277545328,1.84752304855562
1,30,88,3,4,3244,0.7718,1.0445,0.9621,15.3076,0.146074074074074,0.471111111111111,0.313481481481481,0.0693333333333333,1.52941176470588,3.89406289308176
1,30,111,3,2,3819,0.2932,0.9426,0.9795,8.0261,0.150518518518519,0.595259259259259,0.22162962962963,0.0325925925925926,2.0511811023622,5.27225485316078
1,30,102,2,1,2148,0.5175,1.0104,0.9591,16.5351,0.140740740740741,0.518814814814815,0.27762962962963,0.0628148148148148,1.99157894736842,6.85594517418618
1,30,110,4,2,1877,0.8521,1.063,0.9043,9.1514,0.184296296296296,0.458962962962963,0.320592592592593,0.0361481481481482,1.81993569131833,2.7324015493867
1,30,96,3,1,2167,0.3185,0.9556,0.9338,14.0798,0.134814814814815,0.566222222222222,0.259555555555556,0.0394074074074074,1.45054945054945,4.86248037676609
1,30,99,3,3,2485,0.5618,0.9553,0.9749,17.5283,0.137481481481481,0.573333333333333,0.251851851851852,0.0373333333333333,1.69396551724138,4.82243410852713
1,30,120,3,2,1592,0.9143,1.0652,0.9927,8.6028,0.199111111111111,0.482074074074074,0.260148148148148,0.0586666666666667,2.13095238095238,3.68754763368162
1,30,68,4,4,2501,0.8971,1.044,0.926,9.1649,0.111111111111111,0.478222222222222,0.36237037037037,0.0482962962962963,1.46133333333333,5.36353159851301
1,30,61,4,3,1256,0.415,0.9919,0.9979,17.2787,0.138962962962963,0.556740740740741,0.252444444444444,0.0518518518518519,1.86780383795309,4.50460351250665
1,30,94,2,3,1128,0.2989,1.0265,0.9304,5.1477,0.158518518518519,0.532148148148148,0.259851851851852,0.0494814814814815,2.53831775700935,6.9610579064588
1,30,76,3,4,1475,0.9352,1.0351,1.0875,18.2058,0.165037037037037,0.559703703703704,0.197333333333333,0.0779259259259259,1.86355475763016,4.21987294865008
1,30,117,4,1,3121,0.3345,1.0536,0.9784,14.2465,0.230814814814815,0.451555555555556,0.258074074074074,0.0595555555555556,2.0385109114249,1.93939632545932
1,30,109,4,3,2762,0.9195,0.9229,0.9496,6.533,0.123555555555556,0.564740740740741,0.277333333333333,0.0343703703703704,1.61630695443645,5.06673662119622
1,30,91,2,2,1160,0.7897,1.0505,1.0981,5.2561,0.175111111111111,0.536592592592593,0.212740740740741,0.0755555555555556,2.165820642978,5.46705687465489
1,30,69,4,3,2383,0.5004,0.9867,0.9204,17.6571,0.0983703703703704,0.551703703703704,0.306962962962963,0.042962962962963,1.28915662650602,5.37456498388829
1,30,61,2,2,3026,0.527,0.9567,1.0857,5.6878,0.0921481481481481,0.642666666666667,0.187555555555556,0.0776296296296296,1.2475884244373,5.22470262793914
1,30,106,4,1,3356,0.4682,0.9174,0.966,12.0765,0.129777777777778,0.594962962962963,0.238814814814815,0.0364444444444444,1.40639269406393,4.55910856573705
1,30,82,4,4,2686,0.6475,0.9853,1.0265,11.3021,0.169481481481481,0.549037037037037,0.227555555555556,0.0539259259259259,1.97902097902098,4.17509983810038
1,30,108,3,1,1400,0.7524,0.9524,0.9653,8.2197,0.149037037037037,0.557925925925926,0.25362962962963,0.0394074074074074,2.05168986083499,5.47999468932554
1,30,91,4,4,1315,0.5666,1.0296,0.9671,7.082,0.198222222222222,0.509333333333333,0.253037037037037,0.0394074074074074,2.38863976083707,4.27529377545084
1,30,65,2,3,2899,0.539,0.9896,0.9895,15.231,0.110222222222222,0.570666666666667,0.263407407407407,0.0557037037037037,1.94086021505376,7.02556593977155
1,30,107,2,3,1600,0.3203,1.0373,1.0765,7.3262,0.197037037037037,0.511111111111111,0.222814814814815,0.069037037037037,2.92932330827068,6.93943188405797
1,30,117,2,1,3079,0.6316,1.0164,0.9272,18.0312,0.152296296296296,0.474962962962963,0.319703703703704,0.053037037037037,2.17898832684825,6.31328758577667
1,30,79,3,1,1428,0.6973,1.0157,0.9086,10.0919,0.124148148148148,0.511703703703704,0.311703703703704,0.0524444444444444,1.58949880668258,5.17558193398958
1,30,85,2,4,3253,0.2402,0.9864,0.9702,9.8211,0.098962962962963,0.583407407407407,0.25837037037037,0.0592592592592593,1.52694610778443,6.43120873539868
1,30,71,3,4,1095,0.5576,0.9451,1.0863,15.3623,0.134814814814815,0.583407407407407,0.230518518518519,0.0512592592592593,2.04395604395604,5.71799390553581
1,30,117,2,1,2198,0.5124,0.9615,1.0433,19.1805,0.172444444444444,0.568888888888889,0.210074074074074,0.0485925925925926,2.25429553264605,5.70090104166667
1,30,68,2,1,1923,0.3352,0.9264,1.0318,17.3776,0.109037037037037,0.615407407407407,0.220740740740741,0.0548148148148148,1.72826086956522,7.41667308618199
1,30,83,3,1,3997,0.5101,0.9887,1.0835,7.1051,0.166222222222222,0.587259259259259,0.168,0.0785185185185185,1.84313725490196,4.07055499495459
1,30,99,3,3,1890,0.2264,0.9167,1.0625,10.4746,0.143111111111111,0.608888888888889,0.212148148148148,0.0358518518518519,2.05797101449275,5.92930413625304
1,30,89,4,2,2222,0.6893,0.9659,1.0477,16.3319,0.186666666666667,0.559111111111111,0.204148148148148,0.0500740740740741,2.13968253968254,3.45880763116057
1,30,112,4,2,2730,0.7944,1.0259,1.0692,17.1749,0.260444444444444,0.500444444444444,0.168888888888889,0.0702222222222222,2.5028441410694,2.44579040852575
1,30,93,3,1,1698,0.6864,0.9031,1.0252,15.6711,0.156740740740741,0.590518518518519,0.219851851851852,0.0328888888888889,1.9054820415879,5.16885097842449
1,30,73,3,3,3024,0.5604,1.0611,1.0265,11.3442,0.154962962962963,0.48,0.272,0.093037037037037,1.64435946462715,4.08424074074074
1,30,118,4,1,1171,0.4113,0.9771,0.9425,9.2918,0.183703703703704,0.529481481481481,0.250962962962963,0.0358518518518519,2.3258064516129,3.58510352546167
1,30,94,3,4,3607,0.5758,0.9499,0.9714,18.6261,0.13362962962963,0.579259259259259,0.246518518518519,0.0405925925925926,1.60532150776053,4.89745780051151
1,30,98,4,1,3164,0.2647,0.9572,0.9432,19.3986,0.155259259259259,0.560888888888889,0.248,0.0358518518518519,1.73664122137405,3.86524035921817
1,30,73,2,4,2506,0.6987,0.9923,0.9386,12.1275,0.117037037037037,0.525037037037037,0.312296296296296,0.0456296296296296,1.92911392405063,6.69417607223476
1,30,73,3,4,1833,0.5553,1.0249,1.0557,15.6177,0.183407407407407,0.52237037037037,0.233185185185185,0.061037037037037,2.31987075928918,4.96990357345434
1,30,102,2,2,1390,0.834,1.0691,0.9528,11.8884,0.175703703703704,0.477925925925926,0.289777777777778,0.0565925925925926,2.5531197301855,6.62982641041538
1,30,90,2,3,3450,0.8029,0.9926,0.923,17.6821,0.104296296296296,0.506074074074074,0.346962962962963,0.0426666666666667,1.59659090909091,7.15679156908665
1,30,72,4,1,1079,0.5522,0.9185,1.058,10.5886,0.173037037037037,0.580444444444444,0.202962962962963,0.0435555555555556,2.31164383561644,4.7867483409903
1,30,80,4,4,3110,0.9126,1.0377,1.0773,7.6507,0.232,0.505481481481482,0.174222222222222,0.0882962962962963,2.14303959131545,2.39048651817116
1,30,116,2,4,3484,0.4268,1.058,1.0667,15.8338,0.22637037037037,0.475259259259259,0.197333333333333,0.101037037037037,2.6413612565445,4.83074812967581
1,30,116,3,4,3633,0.2424,1.0029,0.9817,5.314,0.174222222222222,0.541333333333333,0.233777777777778,0.0506666666666667,1.99319727891156,4.0972249589491
1,30,113,2,1,1285,0.8774,1.0618,0.9162,19.6098,0.177185185185185,0.486222222222222,0.291555555555556,0.045037037037037,2.62541806020067,6.94180377818403
1,30,104,4,3,1582,0.5522,1.0073,1.0372,13.2447,0.178074074074074,0.543111111111111,0.228740740740741,0.0500740740740741,2.07986688851913,3.05586470267321
1,30,86,4,3,1522,0.3084,0.9151,1.0448,19.7205,0.164444444444444,0.582518518518519,0.214518518518519,0.0385185185185185,2.16936936936937,3.98658697863683
1,30,67,4,4,3553,0.731,1.0955,0.9678,15.7866,0.14162962962963,0.389037037037037,0.378962962962963,0.0903703703703704,1.30125523012552,2.37713632901752
1,30,120,4,4,1392,0.4406,0.9333,1.0246,10.1229,0.204740740740741,0.546074074074074,0.215407407407407,0.0337777777777778,2.65412445730825,4.31285946825827
1,30,104,3,3,3068,0.7209,1.0578,0.9405,14.4839,0.146666666666667,0.444444444444444,0.351407407407407,0.0574814814814815,1.66868686868687,3.93136
1,30,63,3,3,1252,0.272,1.0698,0.9725,13.4207,0.147259259259259,0.52237037037037,0.267555555555556,0.0628148148148148,2.31790744466801,7.62320476460579
1,30,118,2,1,2573,0.6526,0.9943,1.0651,19.7462,0.183111111111111,0.55437037037037,0.19437037037037,0.0681481481481482,2.24271844660194,5.19398182789952
1,30,81,4,2,2797,0.6851,1.0242,1.0446,19.4041,0.168,0.527703703703704,0.22962962962963,0.0746666666666667,1.75308641975309,2.79090398652442
1,30,62,4,2,2530,0.4443,0.912,0.9669,13.0777,0.102222222222222,0.606814814814815,0.244740740740741,0.0462222222222222,1.61739130434783,4.931455078125
1,30,87,4,3,3946,0.9186,1.0404,0.9244,13.7514,0.126814814814815,0.419259259259259,0.401481481481481,0.0524444444444444,1.41121495327103,3.80556183745583
1,30,96,2,1,2036,0.5294,1.0862,0.9124,7.6262,0.148444444444444,0.463111111111111,0.325333333333333,0.0631111111111111,2.25948103792415,6.87206014075496
1,30,119,3,2,3448,0.3276,0.9701,0.988,18.9324,0.169185185185185,0.551703703703704,0.22962962962963,0.0494814814814815,1.88441330998249,4.30682599355532
1,30,60,3,4,1157,0.9832,1.0929,0.9278,7.8953,0.137481481481481,0.496592592592593,0.324444444444444,0.0414814814814815,1.76293103448276,5.32894988066826
1,30,105,3,3,2340,0.8625,1.0551,1.0526,13.2374,0.226962962962963,0.492740740740741,0.206518518518519,0.0737777777777778,2.39686684073107,3.68212266987372
1,30,66,2,1,2375,0.6682,0.9076,1.0129,15.4489,0.111703703703704,0.612148148148148,0.229037037037037,0.0471111111111111,1.83554376657825,7.69068731848984
1,30,66,4,4,3029,0.7502,1.0636,1.0155,9.6285,0.170962962962963,0.480592592592593,0.261925925925926,0.0865185185185185,1.81975736568458,3.34772503082614
1,30,91,2,4,3245,0.6363,0.922,1.0336,18.153,0.126518518518519,0.623111111111111,0.203259259259259,0.0471111111111111,1.55035128805621,5.52199239182121
1,30,105,3,3,3691,0.4451,0.9317,1.0353,11.6373,0.146666666666667,0.617777777777778,0.192888888888889,0.0426666666666667,1.94343434343434,5.40767386091127
1,30,113,4,1,1706,0.8415,0.9493,1.0198,12.3716,0.198814814814815,0.548148148148148,0.213925925925926,0.0391111111111111,2.39940387481371,3.81500540540541
1,30,111,4,3,1103,0.7766,1.0564,0.9741,14.885,0.202666666666667,0.499259259259259,0.263703703703704,0.0343703703703704,2.27485380116959,3.24897922848665
1,30,116,4,1,3998,0.7584,1.0252,1.0859,15.9729,0.276740740740741,0.497481481481481,0.148740740740741,0.077037037037037,2.45610278372591,1.90939249553306
1,30,91,4,2,2412,0.8096,1.0634,0.989,5.145,0.184888888888889,0.471111111111111,0.276148148148148,0.0678518518518519,2.11538461538462,4.33894968553459
1,30,110,2,4,2698,0.7713,1.0794,1.0237,13.166,0.189333333333333,0.455407407407407,0.269925925925926,0.0853333333333333,2.42879499217527,5.63398178269356
1,30,101,4,3,1217,0.5294,0.9799,1.0357,16.5111,0.199407407407407,0.531555555555556,0.223111111111111,0.0459259259259259,2.38930163447251,3.75870680044593
1,30,97,3,2,2263,0.9267,1.0521,1.0456,5.6805,0.181333333333333,0.510814814814815,0.232,0.0758518518518519,1.94117647058824,4.01211716937355
1,30,98,4,3,3888,0.576,0.91,1.0524,15.0624,0.164148148148148,0.633777777777778,0.154962962962963,0.0471111111111111,1.7870036101083,3.29451612903226
1,30,104,3,1,3500,0.5234,1.0536,0.9083,18.1626,0.168,0.428740740740741,0.340148148148148,0.0631111111111111,2.29982363315697,4.98400829302004
1,30,79,2,1,1313,0.3913,0.9919,1.0101,17.9632,0.159703703703704,0.560296296296296,0.237333333333333,0.0426666666666667,2.42671614100186,6.81624537281861
1,30,83,2,4,3618,0.5754,0.9789,1.0723,13.4417,0.170074074074074,0.602666666666667,0.169185185185185,0.0580740740740741,2.10104529616725,5.06122910521141
1,30,64,2,1,2730,0.7676,0.9713,0.9395,11.7531,0.0971851851851852,0.553481481481481,0.304888888888889,0.0444444444444444,1.96951219512195,7.71608137044968
1,30,106,3,4,1050,0.7048,0.9572,1.0345,10.3071,0.184888888888889,0.543703703703704,0.231111111111111,0.0402962962962963,2.32051282051282,4.47443051771117
1,30,74,4,4,2300,0.848,0.9643,1.0569,14.5689,0.180148148148148,0.569777777777778,0.195555555555556,0.0545185185185185,1.92434210526316,3.24575663026521
1,30,98,2,2,1480,0.57,0.9924,1.0715,17.8487,0.175111111111111,0.545481481481481,0.216296296296296,0.0631111111111111,2.20304568527919,5.9438185768604
1,30,115,2,4,2562,0.5654,0.9507,1.0783,15.2148,0.184,0.591703703703704,0.170962962962963,0.0533333333333333,2.40579710144928,5.4613470205308
1,30,77,2,3,2650,0.9849,1.0008,1.0396,16.8536,0.154666666666667,0.543407407407407,0.219555555555556,0.0823703703703704,2.24521072796935,5.71888222464558
1,30,119,3,4,3784,0.8304,1.0023,0.9785,7.3116,0.176,0.499851851851852,0.271703703703704,0.0524444444444444,1.75420875420875,3.64986366330765
1,30,102,3,4,2717,0.5862,1.0124,1.0777,13.9163,0.215111111111111,0.534518518518519,0.18637037037037,0.064,2.14600550964187,3.49869179600887
1,30,97,2,4,1510,0.4193,0.9865,0.9322,19.6821,0.138074074074074,0.545777777777778,0.26962962962963,0.0465185185185185,2.05150214592275,6.62135179153094
1,30,87,2,4,3309,0.2113,0.9469,1.0221,17.7975,0.12,0.605333333333333,0.22162962962963,0.053037037037037,1.69876543209877,6.5076847772883
1,30,94,4,3,3986,0.5771,1.0991,0.9891,14.1543,0.221037037037037,0.366222222222222,0.313481481481481,0.0992592592592593,2.08310991957105,2.38301779935275
1,30,112,4,4,3918,0.5888,1.0552,0.9973,19.8702,0.19762962962963,0.434666666666667,0.293333333333333,0.0743703703703704,1.66116941529235,1.74461486025903
1,30,106,3,2,2028,0.7074,1.056,0.9852,5.798,0.211555555555556,0.470518518518519,0.268444444444444,0.0494814814814815,2.53221288515406,4.66438916876574
1,30,96,3,4,1511,0.7441,1.0816,0.9496,6.4703,0.159407407407407,0.478222222222222,0.290666666666667,0.0717037037037037,2.02973977695167,5.86997521685254
1,30,61,4,1,2780,0.5417,0.9958,1.0665,9.0456,0.138962962962963,0.570666666666667,0.222222222222222,0.0681481481481482,1.60341151385928,4.32790238836968
1,30,87,4,2,2473,0.2901,1.0955,0.9824,7.6233,0.207703703703704,0.450074074074074,0.26637037037037,0.0758518518518519,2.04279600570613,2.12743910467413
1,30,116,3,3,1720,0.2407,0.9198,1.0518,17.7285,0.173333333333333,0.588740740740741,0.190814814814815,0.0471111111111111,2.38290598290598,5.23726220432813
1,30,81,4,4,3512,0.2264,1.0753,0.9837,19.8036,0.200592592592593,0.436740740740741,0.285925925925926,0.0767407407407407,2.23929098966027,3.95337177747626
1,30,120,3,1,1626,0.4796,1.0512,1.089,13.8941,0.247407407407407,0.505481481481482,0.184888888888889,0.0622222222222222,2.78083832335329,4.04893903868699
1,30,102,4,3,2704,0.944,0.9199,0.9135,11.5228,0.147259259259259,0.535111111111111,0.285037037037037,0.0325925925925926,1.78269617706237,4.53593023255814
1,30,80,2,2,3412,0.9216,0.9769,0.9712,15.2091,0.105481481481481,0.538074074074074,0.298666666666667,0.0577777777777778,1.57865168539326,6.5446640969163
1,30,94,3,1,1370,0.2252,1.0618,1.085,6.5096,0.179851851851852,0.531851851851852,0.227851851851852,0.0604444444444444,2.39538714991763,4.35679108635097
1,30,77,3,4,2008,0.3632,0.9308,0.9121,18.6371,0.119111111111111,0.575111111111111,0.273481481481481,0.0322962962962963,1.84577114427861,6.59320453374549
1,30,77,4,4,1448,0.902,0.9597,0.9118,17.5378,0.129777777777778,0.526222222222222,0.312,0.032,1.89041095890411,4.91949324324324
1,30,111,3,3,3035,0.5993,0.9433,0.966,12.6296,0.161777777777778,0.555259259259259,0.250074074074074,0.0328888888888889,2,4.62459978655283
1,30,94,3,1,2692,0.8971,1.0898,1.0993,18.2061,0.240296296296296,0.458666666666667,0.191111111111111,0.109925925925926,2.16029593094945,2.68040697674419
1,30,107,2,2,3429,0.8914,0.9141,0.9248,14.5681,0.112592592592593,0.563259259259259,0.295703703703704,0.0284444444444444,1.64736842105263,7.13699631772751
1,30,100,3,3,3921,0.8194,1.0789,0.9924,18.425,0.208888888888889,0.390814814814815,0.313185185185185,0.0871111111111111,2.23262411347518,3.28807429871114
1,30,102,4,4,3471,0.4084,1.0605,1.0552,14.0838,0.23762962962963,0.457777777777778,0.224296296296296,0.0802962962962963,1.82793017456359,1.50825242718447
1,30,76,3,3,2478,0.3274,1.0137,1.0123,11.4984,0.148740740740741,0.545481481481481,0.244148148148148,0.0616296296296296,1.97211155378486,4.920505160239
1,30,114,4,3,2289,0.4269,0.9465,0.9086,9.3872,0.157333333333333,0.536888888888889,0.26962962962963,0.0361481481481482,2.09039548022599,3.80441501103753
1,30,88,2,3,2883,0.2865,0.9679,0.9106,16.8385,0.116740740740741,0.570666666666667,0.270518518518518,0.0420740740740741,1.9746192893401,7.6608774662513
1,30,75,3,2,1537,0.6794,0.9073,0.9853,16.6941,0.129777777777778,0.579259259259259,0.256592592592593,0.0343703703703704,1.80821917808219,5.45668542199488
1,30,108,4,2,1010,0.2396,0.977,1.0567,18.4981,0.19437037037037,0.551111111111111,0.214222222222222,0.0402962962962963,2.30487804878049,3.32660215053763
1,30,83,2,2,1943,0.5522,1.0045,1.037,19.2161,0.171259259259259,0.552888888888889,0.22962962962963,0.0462222222222222,2.34256055363322,6.12965166130761
1,30,65,4,4,1628,0.5285,1.0701,0.9467,16.4193,0.136296296296296,0.489481481481481,0.32,0.0542222222222222,1.87391304347826,3.40009079903148
1,30,79,3,2,1993,0.4138,1.0665,0.9673,14.1055,0.184296296296296,0.478222222222222,0.270518518518518,0.066962962962963,2.30868167202572,4.5113073110285
1,30,65,2,1,1797,0.69,1.0979,0.9945,11.2759,0.144888888888889,0.481185185185185,0.301037037037037,0.0728888888888889,2.11042944785276,6.15320812807882
1,30,117,2,1,2032,0.7968,1.0751,0.9631,10.6657,0.184,0.447407407407407,0.307259259259259,0.0613333333333333,2.45088566827697,5.74281456953642
1,30,101,4,1,3200,0.3827,1.0656,1.042,8.0676,0.256592592592593,0.437037037037037,0.234962962962963,0.0714074074074074,2.41339491916859,1.8795593220339
1,30,99,4,1,1825,0.3269,1.0017,1.0287,7.2606,0.190222222222222,0.543111111111111,0.220148148148148,0.0465185185185185,2.398753894081,4.35978177850518
1,30,65,2,2,2205,0.7501,0.9929,0.9094,13.4385,0.0942222222222222,0.515851851851852,0.349333333333333,0.0405925925925926,1.53459119496855,7.36441125789776
1,30,114,2,2,3885,0.8221,1.0675,1.0265,6.9511,0.217185185185185,0.433185185185185,0.248888888888889,0.100740740740741,2.51841746248295,5.00950752393981
1,30,95,3,2,3852,0.5262,0.9874,0.9977,5.5392,0.143111111111111,0.539259259259259,0.255111111111111,0.0625185185185185,1.66459627329193,4.0956043956044
1,30,68,3,1,3648,0.5234,0.9169,1.0636,16.7033,0.110814814814815,0.663703703703704,0.175703703703704,0.0497777777777778,1.3475935828877,4.68254017857143
1,30,64,4,1,3713,0.9205,1.0951,1.0684,13.0291,0.227555555555556,0.40562962962963,0.216,0.150814814814815,1.671875,1.52779401022644
1,30,112,3,4,2824,0.724,1.0503,1.0297,10.3811,0.216296296296296,0.479407407407407,0.232888888888889,0.0714074074074074,1.99178082191781,2.61794190358467
1,30,85,3,3,1675,0.4042,1.0126,1.0569,6.202,0.191703703703704,0.529777777777778,0.217185185185185,0.0613333333333333,2.48840803709428,4.73353467561521
1,30,105,3,4,2511,0.2278,1.0304,1.0028,12.4381,0.203555555555556,0.507555555555556,0.243555555555556,0.0453333333333333,2.63755458515284,5.70795680093403
1,30,119,4,2,1586,0.8528,1.0145,1.0823,5.3202,0.240888888888889,0.51437037037037,0.190814814814815,0.0539259259259259,2.62484624846248,3.11258064516129
1,30,115,2,2,2619,0.9942,0.9365,0.9582,6.5257,0.135407407407407,0.555555555555556,0.280296296296296,0.0287407407407407,1.83807439824945,6.40808533333333
1,30,97,2,3,3866,0.8986,0.961,1.003,19.5043,0.115259259259259,0.583703703703704,0.22962962962963,0.0714074074074074,1.5681233933162,5.93366497461929
1,30,69,3,3,2563,0.8324,1.0872,0.9383,5.8031,0.108444444444444,0.432888888888889,0.378962962962963,0.0797037037037037,1.67213114754098,5.35032169746749
1,30,83,2,2,2970,0.3338,1.0902,0.9419,16.0522,0.136592592592593,0.441481481481481,0.328296296296296,0.0936296296296296,2.18655097613883,6.60779194630872
1,30,65,3,2,3915,0.2493,1.0266,1.0596,12.2159,0.16,0.536296296296296,0.222814814814815,0.0808888888888889,1.99259259259259,3.6205635359116
1,30,104,4,1,3094,0.5451,1.0782,0.9171,13.6635,0.18162962962963,0.414518518518519,0.344,0.0598518518518519,1.71615008156607,2.29209435310936
1,30,82,3,1,2524,0.3512,1.074,1.0349,17.1247,0.181333333333333,0.501333333333333,0.24562962962963,0.0717037037037037,1.90849673202614,3.03048463356974
1,30,97,4,3,3808,0.5619,1.0286,1.0458,10.7498,0.203259259259259,0.503407407407407,0.215111111111111,0.0782222222222222,1.87463556851312,2.39068864037669
1,30,101,4,2,3949,0.5389,0.9126,1.0428,7.8443,0.155259259259259,0.634666666666667,0.16562962962963,0.0444444444444444,1.5763358778626,3.16144257703081
1,30,96,3,1,2385,0.7009,1.0401,1.0051,13.1497,0.171851851851852,0.496888888888889,0.260148148148148,0.0711111111111111,2.03103448275862,4.23466905187835
1,30,96,4,2,1531,0.607,0.9379,0.9799,18.1895,0.150518518518519,0.568296296296296,0.246814814814815,0.0343703703703704,2.00393700787402,5.78491136600626
1,30,115,2,4,2180,0.679,1.0945,0.9517,8.5739,0.132148148148148,0.465185185185185,0.33037037037037,0.0722962962962963,1.99103139013453,6.09749681528662
1,30,70,2,4,3155,0.5976,0.998,0.9128,12.6747,0.0971851851851852,0.50962962962963,0.346666666666667,0.0465185185185185,1.47560975609756,7.62791279069767
1,30,66,2,1,2199,0.8147,0.9933,0.9717,14.2511,0.112888888888889,0.538962962962963,0.295111111111111,0.053037037037037,2.08923884514436,7.39078614623419
1,30,97,2,4,1244,0.3998,1.0606,1.0289,17.0166,0.193185185185185,0.513777777777778,0.235259259259259,0.0577777777777778,2.66871165644172,6.27075547866205
1,30,105,3,1,2827,0.7317,0.9959,0.9247,13.8459,0.142518518518519,0.506962962962963,0.317925925925926,0.0325925925925926,1.71309771309771,5.16226767971946
1,30,69,4,1,2351,0.2449,1.0803,1.0871,16.3603,0.199407407407407,0.497777777777778,0.223111111111111,0.0797037037037037,1.63447251114413,1.72713095238095
1,30,77,2,2,1583,0.5697,0.969,1.0317,15.3785,0.128,0.574222222222222,0.247407407407407,0.0503703703703704,2.13888888888889,6.75331785345717
1,30,101,2,4,1109,0.2843,1.0248,1.0864,9.8869,0.188444444444444,0.532148148148148,0.22162962962963,0.0577777777777778,2.67295597484277,5.96102449888641
1,30,118,4,3,1966,0.5004,0.9067,1.0764,14.3441,0.168888888888889,0.598222222222222,0.181925925925926,0.050962962962963,1.69122807017544,3.35439326399208
1,30,84,2,4,3507,0.9096,0.976,0.9467,13.5722,0.100148148148148,0.539259259259259,0.317925925925926,0.0426666666666667,1.91715976331361,7.49718131868132
1,30,91,2,1,3323,0.6639,0.9821,1.0781,13.4133,0.183703703703704,0.582518518518519,0.171851851851852,0.0619259259259259,2.52258064516129,5.61262461851475
1,30,108,3,4,3784,0.6027,0.9248,1.0212,5.8468,0.134814814814815,0.623703703703704,0.197037037037037,0.0444444444444444,1.64835164835165,4.32983847980998
1,30,105,3,4,2530,0.851,0.9316,1.0574,16.7787,0.181037037037037,0.581925925925926,0.176888888888889,0.0601481481481481,2.04255319148936,4.87088085539715
1,30,69,3,2,2111,0.4267,0.9713,1.036,6.7842,0.121777777777778,0.588444444444444,0.239111111111111,0.0506666666666667,1.99513381995134,6.07233131923464
1,30,71,4,1,3515,0.9529,0.9102,1.0408,18.8781,0.135407407407407,0.630814814814815,0.179851851851852,0.0539259259259259,1.68052516411379,4.38747768905589
1,30,108,3,3,1873,0.6315,0.9504,0.968,12.1959,0.145481481481481,0.556148148148148,0.255703703703704,0.0426666666666667,1.86965376782077,4.95094299413958
1,30,117,3,2,3999,0.6975,1.0277,0.9461,11.9844,0.16237037037037,0.451259259259259,0.328,0.0583703703703704,1.75547445255474,3.58630991464215
1,30,80,4,1,3939,0.8717,0.9142,1.0772,7.4647,0.145185185185185,0.665185185185185,0.130074074074074,0.0595555555555556,1.82040816326531,3.98981737193764
1,30,60,3,3,3155,0.8518,0.9105,0.9175,17.7128,0.0687407407407407,0.576296296296296,0.33037037037037,0.0245925925925926,0.982758620689655,6.41315681233933
1,30,74,2,4,3103,0.7668,1.092,0.9043,18.0316,0.106666666666667,0.394074074074074,0.432296296296296,0.066962962962963,1.60555555555556,7.27827819548872
1,30,95,2,1,1986,0.7924,0.9785,0.9343,11.641,0.115851851851852,0.532148148148148,0.309925925925926,0.0420740740740741,1.91304347826087,7.1602004454343
1,30,81,2,3,3908,0.9168,1.0312,1.0857,13.9269,0.175703703703704,0.526518518518518,0.173333333333333,0.124444444444444,2.42495784148398,4.80117613956106
1,30,80,3,1,1437,0.8546,0.9789,0.9646,19.9248,0.145481481481481,0.53037037037037,0.274074074074074,0.0500740740740741,2.0040733197556,6.09246927374302
