"...1","days","n","rb","rn","w","pph","ph","pp","k","pBrood","pHoney","pPollen","pEmpty","broodMetric","pollenRing"
1,30,81,3,1,1805,0.8939,1.0434,0.9274,7.0947,0.136,0.499555555555556,0.318518518518519,0.0459259259259259,1.93028322440087,6.51240806642942
1,30,74,2,1,1395,0.5557,1.0103,0.9486,19.6096,0.127111111111111,0.540740740740741,0.282962962962963,0.0491851851851852,2.17249417249417,7.24327123287671
1,30,111,4,1,1484,0.7539,1.046,1.0804,11.5919,0.224592592592593,0.514074074074074,0.203259259259259,0.0580740740740741,2.05540897097625,2.2337060518732
1,30,116,4,4,1572,0.7971,1.0205,1.0359,6.3538,0.21037037037037,0.516148148148148,0.218962962962963,0.0545185185185185,2.06478873239437,2.7453214695752
1,30,102,4,1,1703,0.623,0.9731,1.0885,19.9301,0.216296296296296,0.552592592592593,0.180148148148148,0.050962962962963,2.41917808219178,2.82366756032172
1,30,119,4,3,2780,0.4295,1.0094,0.9202,10.7535,0.18962962962963,0.483851851851852,0.285333333333333,0.0411851851851852,2.059375,2.24696876913656
1,30,116,3,4,1741,0.8669,0.9097,1.0414,12.5295,0.180740740740741,0.584888888888889,0.193777777777778,0.0405925925925926,2.27868852459016,4.74250253292807
1,30,83,3,3,3834,0.2125,0.9331,1.0072,18.0505,0.0974814814814815,0.649481481481481,0.205333333333333,0.0477037037037037,1.25227963525836,5.33867244525547
1,30,108,2,1,3610,0.9169,0.9024,0.925,5.6314,0.0921481481481481,0.577185185185185,0.297481481481481,0.0331851851851852,1.48553054662379,7.07985626283368
1,30,81,4,1,3008,0.5929,1.0513,1.0345,19.8363,0.18637037037037,0.483851851851852,0.249185185185185,0.0805925925925926,1.71383147853736,2.17665646050214
1,30,120,3,1,3567,0.8606,0.9245,1.0007,14.3582,0.177185185185185,0.581925925925926,0.194666666666667,0.0462222222222222,1.95652173913043,4.06077393075356
1,30,119,3,3,2516,0.5894,0.9048,0.9309,8.8604,0.123555555555556,0.584888888888889,0.262222222222222,0.0293333333333333,1.56834532374101,4.93090678824721
1,30,63,4,1,1937,0.2659,1.0594,1.0812,11.2495,0.176592592592593,0.536592592592593,0.220444444444444,0.0663703703703704,2.14093959731544,3.55999447818885
1,30,85,4,4,1588,0.8922,1.0059,0.9116,15.8388,0.137185185185185,0.506666666666667,0.319703703703704,0.0364444444444444,1.56803455723542,3.79082456140351
1,30,64,4,1,1343,0.7886,0.9775,0.9362,8.8718,0.127703703703704,0.538074074074074,0.292740740740741,0.0414814814814815,1.63341067285383,4.65872246696035
1,30,111,3,4,1438,0.2583,1.0439,0.9047,6.158,0.206222222222222,0.50637037037037,0.236740740740741,0.0506666666666667,2.96551724137931,6.03297249853716
1,30,76,3,2,3291,0.8373,1.0742,0.9407,7.5311,0.126518518518519,0.412444444444444,0.388444444444444,0.0725925925925926,1.72833723653396,5.28418103448276
1,30,67,3,4,3821,0.8771,1.0625,1.0916,13.1481,0.235259259259259,0.452148148148148,0.186962962962963,0.12562962962963,2.27455919395466,2.71399737876802
1,30,106,3,2,3691,0.3098,0.9222,0.9581,13.8319,0.116740740740741,0.608888888888889,0.245037037037037,0.0293333333333333,1.61928934010152,5.09796107055961
1,30,96,4,2,3108,0.9564,1.036,1.0746,12.4243,0.223703703703704,0.498074074074074,0.188148148148148,0.0900740740740741,2.01059602649007,1.9299762046401
1,30,92,3,1,1530,0.3483,1.0147,0.9777,15.5927,0.144888888888889,0.547851851851852,0.260148148148148,0.0471111111111111,1.93865030674847,5.10890210924824
1,30,101,3,2,3387,0.7809,1.0644,1.0728,9.7214,0.247703703703704,0.461333333333333,0.199703703703704,0.0912592592592593,2.51913875598086,3.23369942196532
1,30,114,4,1,1334,0.7589,0.9132,0.9819,17.044,0.172444444444444,0.553185185185185,0.233481481481481,0.0408888888888889,2.18556701030928,4.4257900374933
1,30,68,4,3,2421,0.2013,1.0745,0.9801,5.9685,0.192296296296296,0.475259259259259,0.267555555555556,0.0648888888888889,2.03389830508475,3.1619825436409
1,30,105,4,2,2152,0.7175,0.9424,1.0321,5.285,0.17837037037037,0.57037037037037,0.206518518518519,0.0447407407407407,1.87043189368771,3.3486961038961
1,30,93,4,3,1505,0.8776,0.9661,1.0595,7.9597,0.180148148148148,0.554962962962963,0.212148148148148,0.0527407407407407,1.95065789473684,3.32607581420182
1,30,109,2,2,2355,0.7453,0.9666,1.0273,5.7612,0.175111111111111,0.562666666666667,0.209777777777778,0.0524444444444444,2.33502538071066,5.74370721432333
1,30,91,4,1,3934,0.8522,0.9519,1.0132,10.2385,0.160888888888889,0.587259259259259,0.205333333333333,0.0465185185185185,2.08839779005525,4.08063067608476
1,30,102,2,3,2364,0.3406,0.9764,0.9875,5.9182,0.154962962962963,0.554962962962963,0.235851851851852,0.0542222222222222,2.26003824091778,6.11081687132942
1,30,112,2,1,1904,0.3924,0.9044,1.0336,15.8487,0.157037037037037,0.596148148148148,0.203259259259259,0.0435555555555556,2.38490566037736,6.58243041749503
1,30,118,3,4,1023,0.5801,1.0232,1.0859,6.4931,0.199111111111111,0.537777777777778,0.21037037037037,0.0527407407407407,2.40178571428571,4.77341046831956
1,30,104,3,2,3630,0.485,0.9373,0.9871,5.7477,0.128592592592593,0.604444444444444,0.224,0.042962962962963,2.06451612903226,6.26407352941176
1,30,61,4,4,2974,0.2749,0.93,1.0418,9.3538,0.0992592592592593,0.631703703703704,0.216888888888889,0.0521481481481481,1.21194029850746,4.43555347091932
1,30,90,3,1,2998,0.9593,1.0097,1.0301,10.0483,0.184,0.518222222222222,0.223703703703704,0.0740740740740741,2.10305958132045,3.67618639222413
1,30,67,3,3,3095,0.3716,1.0975,1.0036,13.7308,0.185481481481481,0.426962962962963,0.285037037037037,0.102518518518519,2.14376996805112,3.44276891047883
1,30,87,2,4,3930,0.4807,0.9712,1.0727,14.0624,0.147851851851852,0.603259259259259,0.180148148148148,0.0687407407407407,1.87575150300601,5.00189096267191
1,30,73,3,4,1020,0.8835,1.0396,0.9018,11.4457,0.135703703703704,0.507555555555556,0.317333333333333,0.0394074074074074,2.05240174672489,6.32879743140689
1,30,86,3,2,3657,0.41,1.0439,1.029,15.0356,0.213037037037037,0.484444444444444,0.22637037037037,0.0761481481481481,2.41724617524339,3.85223853211009
1,30,108,3,3,1671,0.8908,1.0231,0.938,15.6082,0.170962962962963,0.489481481481481,0.292444444444444,0.0471111111111111,2.01733102253033,4.62700968523002
1,30,89,4,4,2521,0.4511,0.9362,1.0238,17.3499,0.139555555555556,0.597037037037037,0.210666666666667,0.0527407407407407,1.71549893842887,4.16896774193548
1,30,84,4,2,1273,0.2253,0.9176,0.9943,13.2303,0.169481481481481,0.579851851851852,0.216,0.0346666666666667,2.32167832167832,5.70756259580991
1,30,73,3,1,2949,0.925,0.9972,0.9881,14.1652,0.131851851851852,0.526814814814815,0.281185185185185,0.0601481481481481,1.57303370786517,5.26344206974128
1,30,81,2,4,3772,0.5442,0.9054,1.0272,7.052,0.117037037037037,0.647703703703704,0.191407407407407,0.0438518518518519,1.70632911392405,6.13766697163769
1,30,116,3,1,3975,0.3633,0.9677,0.9555,5.5832,0.134222222222222,0.556740740740741,0.257777777777778,0.0512592592592593,1.77924944812362,4.45644491750931
1,30,71,4,2,1743,0.5324,1.0784,0.9772,15.0421,0.160296296296296,0.487407407407407,0.282962962962963,0.0693333333333333,1.63031423290203,2.59260182370821
1,30,68,4,3,1459,0.9361,0.9846,0.915,16.1005,0.11437037037037,0.530074074074074,0.315851851851852,0.0397037037037037,1.49740932642487,4.7533482392398
1,30,80,2,4,1805,0.481,0.938,1.0913,17.2455,0.168,0.587259259259259,0.191111111111111,0.0536296296296296,2.39153439153439,6.17749243188698
1,30,62,4,4,1225,0.8494,0.9505,1.0729,6.0015,0.140444444444444,0.588148148148148,0.206222222222222,0.0651851851851852,1.62869198312236,4.31381863979849
1,30,76,2,1,1950,0.3512,1.0081,0.9261,17.1005,0.122962962962963,0.538666666666667,0.285925925925926,0.0524444444444444,2.22168674698795,7.83349284928493
1,30,84,3,3,1300,0.4314,1.0943,1.0434,5.4148,0.181925925925926,0.49837037037037,0.244444444444444,0.0752592592592593,2.12703583061889,3.46938763376932
1,30,62,3,3,2139,0.8536,1.0013,0.9832,16.6087,0.131555555555556,0.526518518518518,0.29037037037037,0.0515555555555556,1.70720720720721,5.62391671356218
1,30,69,3,2,3929,0.9477,1.0483,0.9567,16.9542,0.118518518518519,0.436444444444444,0.369481481481481,0.0755555555555556,1.51,4.53389680923286
1,30,81,2,1,1103,0.743,0.9754,0.9049,13.0839,0.109333333333333,0.542222222222222,0.311407407407407,0.037037037037037,2.13550135501355,7.34758469945355
1,30,61,3,3,2311,0.6041,0.9334,1.0158,19.5896,0.12,0.607111111111111,0.224,0.0488888888888889,1.70864197530864,5.37429965836994
1,30,86,3,2,2690,0.405,0.9275,0.9345,9.0166,0.106666666666667,0.596444444444444,0.253333333333333,0.0435555555555556,1.50555555555556,5.45209637357178
1,30,79,2,2,1730,0.6462,0.9987,0.9672,14.0104,0.122666666666667,0.546962962962963,0.276444444444444,0.0539259259259259,2.04830917874396,6.93210184182015
1,30,93,3,1,3044,0.2032,1.0469,1.0174,12.9534,0.159703703703704,0.504592592592593,0.246814814814815,0.0888888888888889,1.87755102040816,3.98523194362889
1,30,94,2,2,2066,0.9936,1.0013,0.9487,17.383,0.132740740740741,0.512888888888889,0.309333333333333,0.045037037037037,1.88839285714286,6.63194685153091
1,30,61,3,1,3995,0.658,0.9571,0.9409,18.0254,0.0805925925925926,0.568,0.306666666666667,0.0447407407407407,1.35294117647059,5.67464788732394
1,30,62,3,4,1822,0.4513,0.9375,0.9651,13.0375,0.150518518518519,0.570962962962963,0.242666666666667,0.0358518518518519,2.11417322834646,5.79933056564608
1,30,80,2,2,2917,0.5573,1.0681,1.0424,18.2916,0.174814814814815,0.48237037037037,0.244740740740741,0.0980740740740741,2.34237288135593,6.02885749385749
1,30,80,4,2,1179,0.6292,0.9018,0.9765,15.0584,0.15762962962963,0.567703703703704,0.232888888888889,0.0417777777777778,2.05639097744361,5.20906054279749
1,30,62,3,4,3848,0.8809,1.0173,1.0085,15.1886,0.0811851851851852,0.529481481481481,0.291555555555556,0.0977777777777778,1.16788321167883,4.07989367655288
1,30,99,3,1,2179,0.759,1.0606,1.02,7.668,0.224296296296296,0.470814814814815,0.234666666666667,0.0702222222222222,2.28797886393659,3.48696664568911
1,30,111,3,3,2387,0.3372,0.9936,1.0029,13.407,0.192888888888889,0.529481481481481,0.233481481481481,0.0441481481481481,2.38095238095238,3.98025741466144
1,30,68,2,1,1625,0.2047,1.0122,1.0038,8.5421,0.14637037037037,0.550518518518519,0.252148148148148,0.050962962962963,2.2995951417004,6.95714747039828
1,30,63,4,4,1707,0.2775,1.0037,1.0253,14.4682,0.160888888888889,0.553481481481481,0.228444444444444,0.0571851851851852,2.01104972375691,3.36649892933619
1,30,103,4,3,2083,0.4284,1.0491,1.0738,14.4378,0.225777777777778,0.498666666666667,0.21362962962963,0.0619259259259259,2.20734908136483,2.80224004753417
1,30,120,4,3,1128,0.5767,1.0815,1.0474,18.8624,0.227259259259259,0.496888888888889,0.219851851851852,0.056,2.20338983050847,2.45147883124627
1,30,117,3,4,2570,0.5716,0.9834,0.9716,13.5443,0.143111111111111,0.541333333333333,0.262222222222222,0.0533333333333333,1.72670807453416,4.22253420908593
1,30,107,2,4,3644,0.389,0.9585,0.94,19.4049,0.143407407407407,0.552296296296296,0.266074074074074,0.0382222222222222,2.01239669421488,6.10111587982833
1,30,105,4,4,2308,0.9053,0.9381,1.0819,6.6273,0.218962962962963,0.575407407407407,0.14962962962963,0.056,2.34641407307172,3.33824407826982
1,30,67,2,4,1085,0.6112,0.9279,1.0634,17.8853,0.129777777777778,0.597333333333333,0.222222222222222,0.0506666666666667,1.98173515981735,6.36539682539683
1,30,75,2,2,2199,0.5883,1.0696,0.9159,18.3669,0.133333333333333,0.46162962962963,0.337481481481481,0.0675555555555555,1.85777777777778,6.79805519897304
1,30,78,2,4,1119,0.9224,0.973,0.9708,13.1077,0.127407407407407,0.551407407407407,0.281185185185185,0.04,2.10697674418605,7.23229446534121
1,30,83,3,4,2667,0.7693,0.9088,0.9166,6.3479,0.085037037037037,0.589925925925926,0.289777777777778,0.0352592592592593,1.40766550522648,6.72905575087896
1,30,102,3,3,1595,0.6015,0.9035,1.014,14.7542,0.165037037037037,0.573037037037037,0.216296296296296,0.0456296296296296,2.04308797127469,4.85855222337125
1,30,72,3,1,3051,0.8795,1.0863,0.9064,19.4247,0.116444444444444,0.383407407407407,0.433481481481481,0.0666666666666667,1.4147582697201,5.18057959814529
1,30,86,3,1,2965,0.5522,1.0861,1.0651,10.8088,0.216888888888889,0.465185185185185,0.221037037037037,0.0968888888888889,2.31147540983607,3.64448407643312
1,30,81,4,1,3421,0.8915,0.9092,0.9323,14.3424,0.0871111111111111,0.586962962962963,0.300148148148148,0.0257777777777778,1.22448979591837,6.00778899545684
1,30,104,2,2,1376,0.6374,0.9991,0.9852,17.193,0.180740740740741,0.526518518518518,0.246222222222222,0.0465185185185185,2.38360655737705,6.41233539673607
1,30,69,4,1,2073,0.2588,1.0529,1.0594,16.6059,0.177481481481481,0.52,0.230814814814815,0.0717037037037037,1.97662771285476,3.08998290598291
1,30,95,3,4,2977,0.294,0.9881,1.0734,19.4394,0.19437037037037,0.570962962962963,0.182222222222222,0.0524444444444444,2.26829268292683,3.8623559937727
1,30,68,3,4,3950,0.2605,0.948,0.9747,13.1213,0.0891851851851852,0.61362962962963,0.241481481481481,0.0557037037037037,1.41528239202658,6.00756639304684
1,30,78,4,4,1867,0.6729,0.9259,0.9888,6.3772,0.124148148148148,0.57837037037037,0.252444444444444,0.045037037037037,1.67541766109785,5.03995389344262
1,30,119,4,3,1643,0.2013,1.0386,1.0452,15.4115,0.231111111111111,0.509037037037037,0.208592592592593,0.0512592592592593,2.72307692307692,4.04321885913853
1,30,65,4,1,3239,0.886,0.9818,1.0833,19.6227,0.135407407407407,0.601185185185185,0.176296296296296,0.0871111111111111,1.57111597374179,3.40672252341055
1,30,104,4,1,2828,0.4755,0.9646,0.9892,14.6467,0.152,0.559703703703704,0.237925925925926,0.0503703703703704,1.44249512670565,3.44861831656961
1,30,90,3,2,3381,0.5153,1.0951,0.9979,17.3156,0.206518518518519,0.397333333333333,0.295111111111111,0.101037037037037,1.89383070301291,2.43671140939597
1,30,102,2,1,2595,0.2634,1.0863,0.9666,15.1864,0.175407407407407,0.46162962962963,0.277925925925926,0.085037037037037,2.38175675675676,5.83786906290115
1,30,96,4,2,1320,0.5502,0.9502,0.9085,13.2386,0.132444444444444,0.544888888888889,0.284444444444444,0.0382222222222222,1.59731543624161,4.42619902120718
1,30,80,4,2,2490,0.2043,1.0144,0.9619,5.6393,0.156444444444444,0.535407407407407,0.251851851851852,0.0562962962962963,1.74242424242424,2.92649695628113
1,30,88,4,2,1146,0.3072,0.9257,1.0194,17.2732,0.162074074074074,0.566518518518519,0.22637037037037,0.045037037037037,2.16453382084095,3.9111140167364
1,30,96,3,4,3531,0.5472,1.0605,0.9631,5.0584,0.187851851851852,0.414814814814815,0.31762962962963,0.0797037037037037,1.85804416403785,3.24530714285714
1,30,81,2,4,2264,0.2151,1.0369,0.9272,11.3174,0.103703703703704,0.549925925925926,0.289185185185185,0.0571851851851852,2.14285714285714,7.52140625
1,30,80,2,4,3188,0.2599,1.079,1.0232,18.781,0.165037037037037,0.465777777777778,0.265777777777778,0.103407407407407,2.39138240574506,6.25082061068702
1,30,104,4,4,2191,0.9096,1.0399,0.9474,6.7821,0.171259259259259,0.477037037037037,0.308148148148148,0.0435555555555556,1.77162629757785,2.8457950310559
1,30,70,4,4,1447,0.7538,0.9994,0.9507,15.5487,0.152592592592593,0.530666666666667,0.266074074074074,0.0506666666666667,2.14757281553398,5.16901730876605
1,30,62,3,1,1289,0.7662,0.9351,0.9913,12.4291,0.118518518518519,0.57037037037037,0.26162962962963,0.0494814814814815,1.65,5.48854545454545
1,30,116,4,3,2410,0.7795,0.9365,1.0556,12.4521,0.206814814814815,0.571555555555556,0.171851851851852,0.0497777777777778,2.36676217765043,3.60779678589943
1,30,73,4,1,3203,0.9924,0.9545,0.9212,11.1225,0.0835555555555555,0.53362962962963,0.351407407407407,0.0314074074074074,0.829787234042553,4.42812881732371
1,30,69,2,2,1709,0.3962,0.905,0.9938,12.2578,0.110222222222222,0.620740740740741,0.227851851851852,0.0411851851851852,1.89784946236559,7.08494510739857
1,30,82,4,4,2206,0.5273,1.0533,0.9636,8.222,0.154074074074074,0.490962962962963,0.284444444444444,0.0705185185185185,1.64230769230769,3.29296922148461
1,30,66,4,2,3788,0.8298,1.0441,1.0323,19.384,0.184592592592593,0.491851851851852,0.233185185185185,0.0903703703703704,1.83627608346709,3.37631325301205
1,30,108,3,2,2238,0.8802,1.0629,1.0496,14.1563,0.218962962962963,0.472592592592593,0.215111111111111,0.0933333333333333,2.29769959404601,3.44179937304075
1,30,65,2,2,2676,0.5275,1.0835,1.0921,18.7846,0.149037037037037,0.504296296296296,0.217185185185185,0.129481481481481,1.84095427435388,4.71310223266745
1,30,119,2,4,1347,0.7843,0.9653,0.9032,17.882,0.145481481481481,0.521777777777778,0.298962962962963,0.0337777777777778,2.16700610997963,7.28362294151051
1,30,62,2,2,1028,0.4486,1.0737,0.9845,14.3489,0.124740740740741,0.537185185185185,0.272888888888889,0.0651851851851852,2.14251781472684,7.46376172090458
1,30,114,2,3,2400,0.4524,0.9735,1.0094,6.6065,0.177481481481481,0.545185185185185,0.234074074074074,0.0432592592592593,2.47746243739566,6.05951630434783
1,30,63,2,2,2354,0.5466,0.9398,1.0699,17.2402,0.125333333333333,0.616888888888889,0.196740740740741,0.061037037037037,1.74940898345154,5.84757925072046
1,30,88,3,1,1911,0.3346,1.0311,0.9728,7.4039,0.166518518518519,0.507851851851852,0.279407407407407,0.0462222222222222,2.23131672597865,4.98131271878646
1,30,68,3,4,1807,0.6812,0.9808,0.9551,10.4212,0.112592592592593,0.554074074074074,0.294222222222222,0.0391111111111111,1.64736842105263,6.19090374331551
1,30,100,4,3,3098,0.7419,0.9551,0.9999,8.9595,0.158222222222222,0.577777777777778,0.219851851851852,0.0441481481481481,1.73033707865169,3.79511794871795
1,30,108,3,4,1685,0.3048,1.0689,0.9306,13.6366,0.2,0.478814814814815,0.28,0.0411851851851852,2.32888888888889,3.62130569306931
1,30,99,4,4,2822,0.322,1.0047,0.9244,14.0556,0.156740740740741,0.517925925925926,0.288592592592593,0.0367407407407407,1.68241965973535,2.68306064073227
1,30,101,4,4,1146,0.5962,0.9516,0.9619,7.6387,0.190222222222222,0.541037037037037,0.233777777777778,0.034962962962963,2.26479750778816,3.91248083242059
1,30,120,4,3,1498,0.6473,0.9906,1.0248,11.1806,0.199703703703704,0.534814814814815,0.218666666666667,0.0468148148148148,2.1839762611276,3.01543490304709
1,30,116,4,3,1660,0.8743,0.9481,1.0484,10.2433,0.228740740740741,0.542518518518519,0.184296296296296,0.0444444444444444,2.58290155440414,2.88930638995085
1,30,62,4,4,3741,0.6165,1.0024,0.9122,12.838,0.0702222222222222,0.510814814814815,0.369185185185185,0.0497777777777778,0.970464135021097,6.92116589327146
1,30,68,4,3,3526,0.8298,0.9278,1.0161,17.3009,0.11437037037037,0.622814814814815,0.213037037037037,0.0497777777777778,1.48186528497409,4.54819695528068
1,30,95,2,3,2930,0.9866,1.0949,0.9074,13.8643,0.118518518518519,0.393481481481481,0.429925925925926,0.0580740740740741,1.6,6.55928463855422
1,30,99,3,4,2702,0.268,0.9743,1.0874,13.8588,0.181925925925926,0.579259259259259,0.191407407407407,0.0474074074074074,2.32247557003257,4.37493094629156
1,30,111,4,4,1327,0.6396,0.9899,0.9823,13.7404,0.187851851851852,0.53037037037037,0.24562962962963,0.0361481481481482,1.91798107255521,2.71834078212291
1,30,66,2,1,2153,0.5098,1.0587,0.9208,14.1573,0.129777777777778,0.494814814814815,0.317925925925926,0.0574814814814815,2.17808219178082,6.86553892215569
1,30,78,4,2,1812,0.7399,0.9779,0.9871,16.0722,0.167111111111111,0.541037037037037,0.242666666666667,0.0491851851851852,2.0531914893617,4.62435925520263
1,30,69,3,2,2650,0.566,1.0634,1.0353,14.98,0.187259259259259,0.480296296296296,0.24562962962963,0.0868148148148148,2,4.00761875385564
1,30,69,2,3,3300,0.6965,1.0477,0.9161,18.6119,0.107259259259259,0.427259259259259,0.406814814814815,0.0586666666666667,1.74585635359116,8.23928571428571
1,30,90,2,4,2938,0.3713,0.9911,0.9817,6.3179,0.13362962962963,0.550222222222222,0.265185185185185,0.050962962962963,1.91130820399113,6.70384491114701
1,30,74,2,4,1000,0.915,1.0911,1.0948,6.9618,0.18637037037037,0.509925925925926,0.232,0.0717037037037037,2.53100158982512,5.981905868681
1,30,99,4,3,2250,0.9042,0.9753,1.0133,7.0036,0.168592592592593,0.542814814814815,0.236444444444444,0.0521481481481481,1.78910369068541,3.56254366812227
1,30,66,3,3,3504,0.9319,0.9385,1.0817,8.2829,0.148740740740741,0.628148148148148,0.156444444444444,0.0666666666666667,2.07569721115538,4.71764150943396
1,30,72,4,3,2453,0.5796,0.9221,0.9393,8.0511,0.102518518518519,0.576592592592593,0.284148148148148,0.0367407407407407,1.25433526011561,4.30241007194245
1,30,64,2,2,2252,0.2636,0.9673,1.0236,15.5755,0.129481481481481,0.590814814814815,0.226074074074074,0.0536296296296296,2.04576659038902,6.71382146439318
1,30,106,2,1,3667,0.943,1.0454,0.986,16.2383,0.178074074074074,0.446518518518519,0.296592592592593,0.0788148148148148,2.369384359401,6.02098208360982
1,30,99,3,2,2908,0.9606,1.058,0.9495,18.7256,0.163851851851852,0.434962962962963,0.347555555555556,0.0536296296296296,1.94575045207957,4.40189373297003
1,30,78,3,1,2758,0.9111,0.9629,1.0708,15.682,0.140444444444444,0.599703703703704,0.180444444444444,0.0794074074074074,1.87763713080169,4.58397233201581
1,30,104,3,2,3350,0.9975,1.065,0.9828,8.3839,0.174518518518519,0.433481481481481,0.320592592592593,0.0714074074074074,1.9151103565365,3.7807997265892
1,30,66,3,2,1948,0.8606,1.0048,0.9382,12.8322,0.114962962962963,0.519703703703704,0.318518518518519,0.0468148148148148,1.71134020618557,5.39932155074116
1,30,70,3,3,3854,0.6788,0.9447,1.098,19.0375,0.153777777777778,0.638814814814815,0.141333333333333,0.0660740740740741,1.92678227360308,5.64435528756957
1,30,79,2,2,2777,0.29,1.0029,1.0508,8.3552,0.148740740740741,0.567407407407407,0.22162962962963,0.0622222222222222,1.94820717131474,5.21797911227154
