"...1","trial_n","type","days","n","rb","rn","w","pph","ph","pp","k","bhd","wha","qha","pBrood","pHoney","pPollen","pEmpty","pBroodHeat","pHoneyHeat","pPollenHeat","pEmptyHeat","broodMetric","pollenRing","filenames"
1,29,"brood",30,90,2,4,2208,0.9655,0.9812,1.0248,18.3998,0.2751,0.3484,0.2111,0.141925925925926,0.457777777777778,0.111407407407407,0.288888888888889,0.256130790190736,0.299727520435967,0.0626702997275204,0.381471389645777,2.70146137787056,8.04444660194175,"hive_data/heat_brood//Beehive Data Out Trial 01829_brood.csv"
1,30,"brood",30,98,2,4,1355,0.9513,0.9764,0.9354,8.0569,0.0997,0.3347,0.7632,0.32237037037037,0.432,0.0663703703703704,0.179259259259259,0.435967302452316,0.367847411444142,0.0245231607629428,0.171662125340599,3.77022058823529,6.00984224965706,"hive_data/heat_brood//Beehive Data Out Trial 01830_brood.csv"
1,31,"brood",30,120,2,3,2922,0.9527,1.01,0.9138,19.0236,0.6948,0.639,0.0535,0.00503703703703704,0.552888888888889,0.313777777777778,0.128296296296296,0,0.506811989100817,0.435967302452316,0.0572207084468665,0.705882352941177,19.7650107181136,"hive_data/heat_brood//Beehive Data Out Trial 01831_brood.csv"
1,32,"brood",30,73,2,4,1707,0.565,0.9229,1.0103,9.6093,0.1004,0.6589,0.0084,0.251851851851852,0.494222222222222,0.0660740740740741,0.187851851851852,0.340599455040872,0.411444141689373,0.0653950953678474,0.182561307901907,3.47764705882353,6.63211630695444,"hive_data/heat_brood//Beehive Data Out Trial 01832_brood.csv"
1,33,"brood",30,118,3,1,3165,0.7292,0.9916,1.0103,8.0507,0.7693,0.1572,0.5398,0.0139259259259259,0.697185185185185,0.0411851851851852,0.247703703703704,0.0735694822888283,0.493188010899183,0.0108991825613079,0.422343324250681,0.723404255319149,15.964776880578,"hive_data/heat_brood//Beehive Data Out Trial 01833_brood.csv"
1,34,"brood",30,95,4,4,1784,0.5676,0.921,0.9422,14.8919,0.1432,0.2121,0.775,0.192,0.466666666666667,0.107851851851852,0.233481481481481,0.299727520435967,0.381471389645777,0.0817438692098093,0.237057220708447,2.80864197530864,6.79258412698413,"hive_data/heat_brood//Beehive Data Out Trial 01834_brood.csv"
1,35,"brood",30,79,4,1,1244,0.2764,1.0273,0.9339,9.4898,0.3056,0.1578,0.7793,0.0808888888888889,0.517333333333333,0.230814814814815,0.170962962962963,0.0217983651226158,0.487738419618529,0.32425068119891,0.166212534059946,1.79487179487179,8.03724513172967,"hive_data/heat_brood//Beehive Data Out Trial 01835_brood.csv"
1,36,"brood",30,88,3,2,1525,0.8121,1.0282,0.9448,9.022,0.2874,0.3444,0.1486,0.0785185185185185,0.489481481481481,0.219555555555556,0.212444444444444,0.201634877384196,0.386920980926431,0.158038147138965,0.253405994550409,1.9622641509434,8.10592615012107,"hive_data/heat_brood//Beehive Data Out Trial 01836_brood.csv"
1,37,"brood",30,81,2,3,3168,0.4694,0.9,1.0419,16.2508,0.5231,0.2389,0.1781,0.00325925925925926,0.779851851851852,0.032,0.184888888888889,0,0.831062670299727,0.0517711171662125,0.11716621253406,0.181818181818182,20.8419756838906,"hive_data/heat_brood//Beehive Data Out Trial 01837_brood.csv"
1,38,"brood",30,70,2,2,2389,0.6722,1.05,0.9341,5.9922,0.9821,0.4964,0.9451,0,0.605333333333333,0.257777777777778,0.136888888888889,0,0.618528610354223,0.283378746594005,0.0980926430517711,NA,999,"hive_data/heat_brood//Beehive Data Out Trial 01838_brood.csv"
1,39,"brood",30,109,3,2,3088,0.8109,0.9098,0.9496,19.6057,0.4595,0.4991,0.1504,0.0788148148148148,0.556740740740741,0.116740740740741,0.247703703703704,0.103542234332425,0.50408719346049,0.138964577656676,0.253405994550409,1.90977443609023,9.9583022884513,"hive_data/heat_brood//Beehive Data Out Trial 01839_brood.csv"
1,40,"brood",30,65,4,3,3896,0.8371,1.0308,0.9172,12.6539,0.8067,0.412,0.9122,0,0.556740740740741,0.322666666666667,0.120592592592593,0,0.580381471389646,0.277929155313351,0.141689373297003,NA,999,"hive_data/heat_brood//Beehive Data Out Trial 01840_brood.csv"
1,1,"brood",30,74,2,1,1551,0.5999,0.9818,1.0831,16.4158,0.6991,0.4048,0.1798,0,0.763555555555556,0.0515555555555556,0.184888888888889,0,0.746594005449591,0.0544959128065395,0.198910081743869,NA,999,"hive_data/heat_brood//Beehive Data Out Trial 01901_brood.csv"
